案	區	時間	同意票數	不同意票數	有效票數	無效票數	投票數	投票權人數	投票率(%)	有效同意票數對投票權人數百分比(%)	已送	應送
15	桃園市觀音區	2018-11-25T00:18:35+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-24T22:40:31+08:00	6373	13416	19789	1329	21118	41745	50.59%	15.27%	31	41
15	桃園市觀音區	2018-11-25T03:44:27+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-25T00:57:41+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-24T22:19:40+08:00	4977	10509	15486	1047	16533	33073	49.99%	15.05%	25	41
15	桃園市觀音區	2018-11-25T01:02:34+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-25T03:38:58+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-24T23:23:42+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-24T23:55:50+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-24T22:23:17+08:00	5427	11449	16876	1114	17990	35813	50.23%	15.15%	27	41
15	桃園市觀音區	2018-11-24T23:19:55+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-25T00:00:14+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-25T01:07:30+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-25T00:09:38+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-24T23:35:14+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-25T00:14:13+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-24T23:01:35+08:00	7613	15965	23578	1518	25096	49500	50.7%	15.38%	37	41
15	桃園市觀音區	2018-11-24T23:12:19+08:00	7787	16358	24145	1548	25693	50851	50.53%	15.31%	38	41
15	桃園市觀音區	2018-11-24T23:31:15+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	桃園市觀音區	2018-11-24T23:39:20+08:00	8475	17670	26145	1647	27792	55149	50.39%	15.37%	41	41
15	臺北市文山區	2018-11-25T06:29:19+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T01:07:28+08:00	45499	74786	120285	5287	125572	208397	60.26%	21.83%	150	162
15	臺北市文山區	2018-11-25T06:13:55+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-24T22:50:51+08:00	20142	33079	53221	2471	55692	92291	60.34%	21.82%	70	162
15	臺北市文山區	2018-11-25T06:19:00+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T03:49:53+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T06:29:20+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T03:49:54+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-24T22:50:50+08:00	20142	33079	53221	2471	55692	92291	60.34%	21.82%	70	162
15	臺北市文山區	2018-11-25T06:13:54+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T01:07:29+08:00	45499	74786	120285	5287	125572	208397	60.26%	21.83%	150	162
15	臺北市文山區	2018-11-24T23:43:19+08:00	30893	50865	81758	3711	85469	141526	60.39%	21.83%	105	162
15	臺北市文山區	2018-11-24T22:13:29+08:00	14562	23447	38009	1765	39774	65689	60.55%	22.17%	51	162
15	臺北市文山區	2018-11-25T06:24:03+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-24T23:08:39+08:00	24989	41050	66039	3031	69070	114518	60.31%	21.82%	86	162
15	臺北市文山區	2018-11-25T00:23:06+08:00	38991	64056	103047	4550	107597	178359	60.33%	21.86%	130	162
15	臺北市文山區	2018-11-24T22:30:12+08:00	17217	28193	45410	2131	47541	78688	60.42%	21.88%	60	162
15	臺北市文山區	2018-11-24T23:55:49+08:00	34012	56243	90255	4037	94292	156326	60.32%	21.76%	115	162
15	臺北市文山區	2018-11-25T03:32:37+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T06:24:02+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-24T23:51:37+08:00	33030	54404	87434	3935	91369	151489	60.31%	21.8%	112	162
15	臺北市文山區	2018-11-24T23:23:41+08:00	26807	44083	70890	3228	74118	122936	60.29%	21.81%	92	162
15	臺北市文山區	2018-11-24T22:57:57+08:00	21942	35925	57867	2674	60541	100475	60.25%	21.84%	76	162
15	臺北市文山區	2018-11-24T23:51:38+08:00	33030	54404	87434	3935	91369	151489	60.31%	21.8%	112	162
15	臺北市文山區	2018-11-25T06:18:59+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T01:17:56+08:00	46100	75943	122043	5369	127412	211563	60.22%	21.79%	152	162
15	臺北市文山區	2018-11-24T23:23:40+08:00	26807	44083	70890	3228	74118	122936	60.29%	21.81%	92	162
15	臺北市文山區	2018-11-24T22:33:40+08:00	17217	28193	45410	2131	47541	78688	60.42%	21.88%	60	162
15	臺北市文山區	2018-11-24T22:16:13+08:00	14831	23883	38714	1795	40509	66960	60.5%	22.15%	52	162
15	臺北市文山區	2018-11-24T23:05:07+08:00	24409	40082	64491	2967	67458	111870	60.3%	21.82%	84	162
15	臺北市文山區	2018-11-24T22:41:38+08:00	18564	30341	48905	2296	51201	84742	60.42%	21.91%	64	162
15	臺北市文山區	2018-11-24T22:54:28+08:00	20142	33079	53221	2471	55692	92291	60.34%	21.82%	70	162
15	臺北市文山區	2018-11-25T01:12:46+08:00	46100	75943	122043	5369	127412	211563	60.22%	21.79%	152	162
15	臺北市文山區	2018-11-25T06:08:56+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-24T22:41:37+08:00	18564	30341	48905	2296	51201	84742	60.42%	21.91%	64	162
15	臺北市文山區	2018-11-25T00:05:07+08:00	35579	58775	94354	4217	98571	163504	60.29%	21.76%	120	162
15	臺北市文山區	2018-11-24T23:05:06+08:00	24409	40082	64491	2967	67458	111870	60.3%	21.82%	84	162
15	臺北市文山區	2018-11-25T00:18:33+08:00	38685	63532	102217	4517	106734	176966	60.31%	21.86%	129	162
15	臺北市文山區	2018-11-24T22:37:03+08:00	17547	28676	46223	2172	48395	80104	60.42%	21.91%	61	162
15	臺北市文山區	2018-11-24T22:45:10+08:00	18564	30341	48905	2296	51201	84742	60.42%	21.91%	64	162
15	臺北市文山區	2018-11-24T23:16:05+08:00	25807	42491	68298	3124	71422	118561	60.24%	21.77%	89	162
15	臺北市文山區	2018-11-24T22:45:11+08:00	18564	30341	48905	2296	51201	84742	60.42%	21.91%	64	162
15	臺北市文山區	2018-11-25T03:56:15+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T03:38:57+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T03:44:26+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T01:02:33+08:00	45146	74165	119311	5246	124557	206781	60.24%	21.83%	149	162
15	臺北市文山區	2018-11-24T22:40:30+08:00	18564	30341	48905	2296	51201	84742	60.42%	21.91%	64	162
15	臺北市文山區	2018-11-25T01:25:55+08:00	46983	77516	124499	5469	129968	215677	60.26%	21.78%	155	162
15	臺北市文山區	2018-11-24T22:23:16+08:00	16969	27626	44595	2083	46678	77244	60.43%	21.97%	59	162
15	臺北市文山區	2018-11-24T23:19:54+08:00	26807	44083	70890	3228	74118	122936	60.29%	21.81%	92	162
15	臺北市文山區	2018-11-25T00:57:39+08:00	45146	74165	119311	5246	124557	206781	60.24%	21.83%	149	162
15	臺北市文山區	2018-11-24T23:27:21+08:00	27076	44511	71587	3250	74837	124055	60.33%	21.83%	93	162
15	臺北市文山區	2018-11-25T01:17:55+08:00	46100	75943	122043	5369	127412	211563	60.22%	21.79%	152	162
15	臺北市文山區	2018-11-24T22:19:39+08:00	15450	25021	40471	1884	42355	69961	60.54%	22.08%	54	162
15	臺北市文山區	2018-11-24T23:27:20+08:00	27076	44511	71587	3250	74837	124055	60.33%	21.83%	93	162
15	臺北市文山區	2018-11-24T22:13:30+08:00	14562	23447	38009	1765	39774	65689	60.55%	22.17%	51	162
15	臺北市文山區	2018-11-25T00:00:13+08:00	34596	57219	91815	4120	95935	158960	60.35%	21.76%	117	162
15	臺北市文山區	2018-11-25T00:14:12+08:00	37362	61433	98795	4354	103149	171048	60.3%	21.84%	125	162
15	臺北市文山區	2018-11-25T04:02:55+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-24T23:39:19+08:00	28957	47601	76558	3451	80009	132692	60.3%	21.82%	99	162
15	臺北市文山區	2018-11-24T22:26:39+08:00	17217	28193	45410	2131	47541	78688	60.42%	21.88%	60	162
15	臺北市文山區	2018-11-24T23:12:18+08:00	24989	41050	66039	3031	69070	114518	60.31%	21.82%	86	162
15	臺北市文山區	2018-11-24T23:31:14+08:00	28054	46092	74146	3324	77470	128357	60.36%	21.86%	96	162
15	臺北市文山區	2018-11-24T23:01:33+08:00	23088	37991	61079	2830	63909	105960	60.31%	21.79%	80	162
15	臺北市文山區	2018-11-24T23:01:34+08:00	23088	37991	61079	2830	63909	105960	60.31%	21.79%	80	162
15	臺北市文山區	2018-11-24T23:47:31+08:00	31576	51894	83470	3782	87252	144522	60.37%	21.85%	107	162
15	臺北市文山區	2018-11-24T23:35:13+08:00	28338	46571	74909	3369	78278	129822	60.3%	21.83%	97	162
15	臺北市文山區	2018-11-25T04:02:54+08:00	49133	81140	130273	5773	136046	227211	59.88%	21.62%	162	162
15	臺北市文山區	2018-11-25T00:09:37+08:00	36571	60355	96926	4292	101218	167859	60.3%	21.79%	123	162
15	桃園市中壢區	2018-11-24T23:16:06+08:00	30113	60990	91103	4054	95157	178876	53.2%	16.83%	120	210
15	桃園市中壢區	2018-11-24T23:43:20+08:00	35938	73124	109062	4792	113854	213972	53.21%	16.8%	141	210
15	桃園市中壢區	2018-11-25T06:13:55+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-25T06:19:00+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-25T06:29:20+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-25T03:49:54+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-25T03:56:16+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-25T01:07:29+08:00	48735	99201	147936	6523	154459	291574	52.97%	16.71%	186	210
15	桃園市中壢區	2018-11-24T22:30:13+08:00	17032	34156	51188	2385	53573	100474	53.32%	16.95%	70	210
15	桃園市中壢區	2018-11-25T06:24:03+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-25T03:32:38+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-25T01:25:56+08:00	50978	103717	154695	6824	161519	304771	53%	16.73%	194	210
15	桃園市中壢區	2018-11-25T00:23:07+08:00	43770	89138	132908	5779	138687	261367	53.06%	16.75%	168	210
15	桃園市中壢區	2018-11-24T23:51:39+08:00	38229	77819	116048	5099	121147	227467	53.26%	16.81%	149	210
15	桃園市中壢區	2018-11-24T23:23:41+08:00	31162	63396	94558	4209	98767	185661	53.2%	16.78%	124	210
15	桃園市中壢區	2018-11-25T01:17:57+08:00	49935	101634	151569	6662	158231	298565	53%	16.73%	190	210
15	桃園市中壢區	2018-11-24T23:08:40+08:00	27257	55075	82332	3705	86037	161051	53.42%	16.92%	109	210
15	桃園市中壢區	2018-11-24T22:57:58+08:00	24894	50240	75134	3348	78482	146877	53.43%	16.95%	100	210
15	桃園市中壢區	2018-11-25T06:08:57+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-25T01:12:47+08:00	49935	101634	151569	6662	158231	298565	53%	16.73%	190	210
15	桃園市中壢區	2018-11-24T22:16:14+08:00	13551	27088	40639	1934	42573	79582	53.5%	17.03%	57	210
15	桃園市中壢區	2018-11-25T00:05:08+08:00	40881	83019	123900	5386	129286	243505	53.09%	16.79%	158	210
15	桃園市中壢區	2018-11-24T23:05:07+08:00	26736	53882	80618	3633	84251	157868	53.37%	16.94%	107	210
15	桃園市中壢區	2018-11-24T22:54:28+08:00	23537	47635	71172	3204	74376	139686	53.25%	16.85%	95	210
15	桃園市中壢區	2018-11-24T22:33:41+08:00	18240	36614	54854	2547	57401	107608	53.34%	16.95%	75	210
15	桃園市中壢區	2018-11-24T23:47:32+08:00	37023	75441	112464	4975	117439	220717	53.21%	16.77%	145	210
15	桃園市中壢區	2018-11-24T22:41:39+08:00	19824	40168	59992	2761	62753	118018	53.17%	16.8%	82	210
15	桃園市中壢區	2018-11-24T22:37:04+08:00	19153	38668	57821	2689	60510	113524	53.3%	16.87%	79	210
15	桃園市中壢區	2018-11-25T00:18:34+08:00	42239	85939	128178	5560	133738	251631	53.15%	16.79%	163	210
15	桃園市中壢區	2018-11-24T22:50:52+08:00	21709	44357	66066	2997	69063	129908	53.16%	16.71%	89	210
15	桃園市中壢區	2018-11-24T22:26:40+08:00	16433	32952	49385	2314	51699	96997	53.3%	16.94%	68	210
15	桃園市中壢區	2018-11-24T22:45:11+08:00	20321	41468	61789	2817	64606	121650	53.11%	16.7%	84	210
15	桃園市中壢區	2018-11-25T00:57:40+08:00	47942	97361	145303	6374	151677	286152	53.01%	16.75%	183	210
15	桃園市中壢區	2018-11-25T03:44:27+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-24T22:19:40+08:00	14284	28646	42930	2025	44955	84012	53.51%	17%	60	210
15	桃園市中壢區	2018-11-25T01:02:34+08:00	47942	97361	145303	6374	151677	286152	53.01%	16.75%	183	210
15	桃園市中壢區	2018-11-24T22:40:30+08:00	19824	40168	59992	2761	62753	118018	53.17%	16.8%	82	210
15	桃園市中壢區	2018-11-25T03:38:58+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-24T22:13:31+08:00	13099	26111	39210	1857	41067	76622	53.6%	17.1%	55	210
15	桃園市中壢區	2018-11-24T23:27:21+08:00	31774	64521	96295	4283	100578	188996	53.22%	16.81%	126	210
15	桃園市中壢區	2018-11-24T23:55:50+08:00	38836	78906	117742	5150	122892	230790	53.25%	16.83%	151	210
15	桃園市中壢區	2018-11-24T22:23:17+08:00	15145	30134	45279	2112	47391	89287	53.08%	16.96%	63	210
15	桃園市中壢區	2018-11-24T23:19:55+08:00	30862	62767	93629	4177	97806	183993	53.16%	16.77%	123	210
15	桃園市中壢區	2018-11-25T00:00:14+08:00	39736	80814	120550	5274	125824	236734	53.15%	16.79%	154	210
15	桃園市中壢區	2018-11-25T04:02:55+08:00	55628	113277	168905	7506	176411	334402	52.75%	16.64%	210	210
15	桃園市中壢區	2018-11-25T00:09:38+08:00	40881	83019	123900	5386	129286	243505	53.09%	16.79%	158	210
15	桃園市中壢區	2018-11-24T23:01:34+08:00	25467	51371	76838	3451	80289	150132	53.48%	16.96%	102	210
15	桃園市中壢區	2018-11-24T23:35:14+08:00	33712	68655	102367	4532	106899	200895	53.21%	16.78%	133	210
15	桃園市中壢區	2018-11-25T00:14:13+08:00	41635	84735	126370	5490	131860	248285	53.11%	16.77%	161	210
15	桃園市中壢區	2018-11-24T23:12:19+08:00	28262	57191	85453	3812	89265	167379	53.33%	16.89%	113	210
15	桃園市中壢區	2018-11-24T23:31:15+08:00	32632	66314	98946	4365	103311	194098	53.23%	16.81%	129	210
15	桃園市中壢區	2018-11-24T23:39:20+08:00	34455	70284	104739	4635	109374	205558	53.21%	16.76%	136	210
15	臺南市楠西區	2018-11-24T23:16:08+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T03:56:19+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T00:18:37+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:45:13+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:58:00+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:37:06+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T06:09:00+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:40:32+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T01:02:36+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:19:42+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T01:25:58+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:30:15+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:51:41+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T00:23:09+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T00:57:42+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T06:24:05+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T00:00:16+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T01:17:59+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:19:57+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:55:52+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:13:34+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:27:23+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T03:44:30+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:39:22+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T04:02:58+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:47:34+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:05:09+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:01:36+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:31:18+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T01:07:32+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:41:42+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T06:13:58+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T00:05:10+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T06:19:02+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T03:49:56+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:54:30+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:50:54+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T01:12:50+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:43:22+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T00:09:40+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T06:29:23+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:26:41+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T03:32:42+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:08:42+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:23:19+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:23:43+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T00:14:15+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:35:15+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:33:43+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-25T03:39:00+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T23:12:21+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	臺南市楠西區	2018-11-24T22:16:16+08:00	995	2544	3539	319	3858	8528	45.24%	11.67%	9	9
15	屏東縣	2018-11-24T22:58:06+08:00	98317	198610	296927	25440	322367	616838	52.26%	15.94%	616	689
15	屏東縣	2018-11-25T06:19:08+08:00	113331	229686	343017	28411	371428	711720	52.19%	15.92%	689	689
15	屏東縣	2018-11-25T06:29:28+08:00	113331	229686	343017	28411	371428	711720	52.19%	15.92%	689	689
15	屏東縣	2018-11-24T23:43:27+08:00	108064	219482	327546	27492	355038	680046	52.21%	15.89%	666	689
15	屏東縣	2018-11-24T22:54:35+08:00	97423	196718	294141	25242	319383	611261	52.25%	15.94%	611	689
15	屏東縣	2018-11-24T23:05:14+08:00	99534	201470	301004	25692	326696	625419	52.24%	15.91%	623	689
15	屏東縣	2018-11-25T01:18:07+08:00	113331	229686	343017	28411	371428	711720	52.19%	15.92%	689	689
15	屏東縣	2018-11-25T00:05:15+08:00	110275	224428	334703	27907	362610	694578	52.21%	15.88%	677	689
15	屏東縣	2018-11-24T22:41:47+08:00	91381	184585	275966	23946	299912	574326	52.22%	15.91%	581	689
