案	區	時間	同意票數	不同意票數	有效票數	無效票數	投票數	投票權人數	投票率(%)	有效同意票數對投票權人數百分比(%)	已送	應送
13	臺東縣關山鎮	2018-11-25T00:04:53+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T06:18:46+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T23:04:52+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T22:57:40+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T22:13:13+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T00:57:24+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T23:30:58+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T23:55:35+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T23:19:36+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T23:23:27+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T23:34:59+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T01:25:40+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T01:02:17+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T22:15:57+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T03:38:43+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T01:17:37+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T23:15:50+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T01:12:28+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T22:33:26+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T06:08:38+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-24T22:54:15+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T00:18:18+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣關山鎮	2018-11-25T04:02:36+08:00	1337	2230	3567	191	3758	7509	50.05%	17.81%	9	9
13	臺東縣延平鄉	2018-11-24T22:50:34+08:00	373	818	1191	86	1277	2504	51%	14.9%	4	5
13	臺東縣延平鄉	2018-11-24T22:26:26+08:00	130	314	444	41	485	911	53.24%	14.27%	2	5
13	臺東縣延平鄉	2018-11-25T00:09:20+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:41:25+08:00	197	494	691	52	743	1490	49.87%	13.22%	3	5
13	臺東縣延平鄉	2018-11-24T23:39:00+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:44:58+08:00	197	494	691	52	743	1490	49.87%	13.22%	3	5
13	臺東縣延平鄉	2018-11-25T03:55:58+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:27:07+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:19:26+08:00	130	314	444	41	485	911	53.24%	14.27%	2	5
13	臺東縣延平鄉	2018-11-24T22:29:52+08:00	130	314	444	41	485	911	53.24%	14.27%	2	5
13	臺東縣延平鄉	2018-11-24T23:51:23+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T03:32:23+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:08:22+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T00:13:56+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:36:50+08:00	197	494	691	52	743	1490	49.87%	13.22%	3	5
13	臺東縣延平鄉	2018-11-24T23:59:56+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T03:44:08+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:40:17+08:00	197	494	691	52	743	1490	49.87%	13.22%	3	5
13	臺東縣延平鄉	2018-11-24T22:22:59+08:00	130	314	444	41	485	911	53.24%	14.27%	2	5
13	臺東縣延平鄉	2018-11-25T03:49:40+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T06:13:41+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T06:29:04+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T01:07:14+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:01:19+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T06:23:49+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:35:00+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:12:02+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:47:15+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:04:53+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:57:41+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T00:04:53+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T06:18:46+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:13:14+08:00	130	314	444	41	485	911	53.24%	14.27%	2	5
13	臺東縣延平鄉	2018-11-25T00:57:24+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T01:02:18+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:30:58+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:55:35+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:19:36+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:15:51+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:23:27+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T01:25:40+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:15:57+08:00	130	314	444	41	485	911	53.24%	14.27%	2	5
13	臺東縣延平鄉	2018-11-25T03:38:43+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T01:17:37+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:33:26+08:00	130	314	444	41	485	911	53.24%	14.27%	2	5
13	臺東縣延平鄉	2018-11-25T00:22:52+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T22:54:15+08:00	373	818	1191	86	1277	2504	51%	14.9%	4	5
13	臺東縣延平鄉	2018-11-25T06:08:39+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T01:12:29+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T00:18:18+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-25T04:02:36+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺東縣延平鄉	2018-11-24T23:43:06+08:00	462	977	1439	134	1573	2930	53.69%	15.77%	5	5
13	臺中市烏日區	2018-11-25T00:22:43+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T00:18:08+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T22:26:19+08:00	10782	13137	23919	1414	25333	42589	59.48%	25.32%	29	40
13	臺中市烏日區	2018-11-25T04:02:28+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T06:08:28+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T00:09:10+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T22:19:18+08:00	10049	12152	22201	1257	23458	39393	59.55%	25.51%	27	40
13	臺中市烏日區	2018-11-25T01:02:09+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T22:36:42+08:00	11856	14498	26354	1516	27870	47077	59.2%	25.18%	32	40
13	臺中市烏日區	2018-11-25T01:17:27+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:51:13+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:19:27+08:00	13912	17410	31322	1733	33055	56145	58.87%	24.78%	37	40
13	臺中市烏日區	2018-11-24T22:15:48+08:00	9612	11669	21281	1217	22498	37846	59.45%	25.4%	26	40
13	臺中市烏日區	2018-11-24T23:15:41+08:00	13479	16741	30220	1675	31895	54084	58.97%	24.92%	36	40
13	臺中市烏日區	2018-11-25T06:28:54+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:04:45+08:00	13479	16741	30220	1675	31895	54084	58.97%	24.92%	36	40
13	臺中市烏日區	2018-11-24T22:13:04+08:00	9245	11074	20319	1141	21460	36024	59.57%	25.66%	25	40
13	臺中市烏日區	2018-11-24T23:08:12+08:00	13479	16741	30220	1675	31895	54084	58.97%	24.92%	36	40
13	臺中市烏日區	2018-11-24T23:34:52+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T03:32:13+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T22:29:40+08:00	10782	13137	23919	1414	25333	42589	59.48%	25.32%	29	40
13	臺中市烏日區	2018-11-25T00:04:45+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:11:52+08:00	13479	16741	30220	1675	31895	54084	58.97%	24.92%	36	40
13	臺中市烏日區	2018-11-24T23:47:05+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:26:59+08:00	14891	18737	33628	1840	35468	60131	58.98%	24.76%	39	40
13	臺中市烏日區	2018-11-24T22:54:07+08:00	13479	16741	30220	1675	31895	54084	58.97%	24.92%	36	40
13	臺中市烏日區	2018-11-25T06:23:40+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:01:10+08:00	13479	16741	30220	1675	31895	54084	58.97%	24.92%	36	40
13	臺中市烏日區	2018-11-24T22:22:48+08:00	10782	13137	23919	1414	25333	42589	59.48%	25.32%	29	40
13	臺中市烏日區	2018-11-25T06:13:33+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T22:41:16+08:00	12230	15094	27324	1551	28875	48768	59.21%	25.08%	33	40
13	臺中市烏日區	2018-11-25T03:43:58+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T03:49:32+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T01:25:31+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T03:38:35+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T22:40:09+08:00	12230	15094	27324	1551	28875	48768	59.21%	25.08%	33	40
13	臺中市烏日區	2018-11-24T23:59:47+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:38:49+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:42:57+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T00:13:46+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T00:57:15+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:55:26+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T22:44:49+08:00	12230	15094	27324	1551	28875	48768	59.21%	25.08%	33	40
13	臺中市烏日區	2018-11-25T03:55:47+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T22:57:31+08:00	13479	16741	30220	1675	31895	54084	58.97%	24.92%	36	40
13	臺中市烏日區	2018-11-24T23:30:50+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T06:18:38+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-24T23:23:19+08:00	14891	18737	33628	1840	35468	60131	58.98%	24.76%	39	40
13	臺中市烏日區	2018-11-24T22:50:25+08:00	13479	16741	30220	1675	31895	54084	58.97%	24.92%	36	40
13	臺中市烏日區	2018-11-24T22:33:17+08:00	10782	13137	23919	1414	25333	42589	59.48%	25.32%	29	40
13	臺中市烏日區	2018-11-25T01:07:06+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	臺中市烏日區	2018-11-25T01:12:18+08:00	15313	19254	34567	1901	36468	61705	59.1%	24.82%	40	40
13	彰化縣	2018-11-24T23:47:10+08:00	214285	260300	474585	27311	501896	869307	57.74%	24.65%	879	1
13	彰化縣	2018-11-25T06:23:44+08:00	263529	320975	584504	32937	617441	1066994	57.87%	24.7%	049	1
13	彰化縣	2018-11-24T23:01:14+08:00	170104	205546	375650	21639	397289	690193	57.56%	24.65%	712	1
13	彰化縣	2018-11-25T06:13:36+08:00	263529	320975	584504	32937	617441	1066994	57.87%	24.7%	049	1
13	彰化縣	2018-11-25T03:49:36+08:00	263529	320975	584504	32937	617441	1066994	57.87%	24.7%	049	1
13	彰化縣	2018-11-25T00:57:19+08:00	253990	309037	563027	31903	594930	1029079	57.81%	24.68%	015	1
13	彰化縣	2018-11-24T22:36:45+08:00	136405	163719	300124	17346	317470	553902	57.32%	24.63%	582	1
13	彰化縣	2018-11-25T01:25:35+08:00	257490	313630	571120	32280	603400	1043601	57.82%	24.67%	028	1
13	彰化縣	2018-11-25T06:18:42+08:00	263529	320975	584504	32937	617441	1066994	57.87%	24.7%	049	1
13	彰化縣	2018-11-25T03:38:39+08:00	263529	320975	584504	32937	617441	1066994	57.87%	24.7%	049	1
13	彰化縣	2018-11-24T23:23:23+08:00	196073	237250	433323	24972	458295	794620	57.67%	24.68%	809	1
13	彰化縣	2018-11-24T22:57:35+08:00	166843	201298	368141	21297	389438	677020	57.52%	24.64%	700	1
13	彰化縣	2018-11-25T00:13:51+08:00	231032	281124	512156	29217	541373	937662	57.74%	24.64%	936	1
13	彰化縣	2018-11-24T22:15:52+08:00	111744	134481	246225	14352	260577	455746	57.18%	24.52%	488	1
13	彰化縣	2018-11-24T23:59:51+08:00	223414	271722	495136	28315	523451	906718	57.73%	24.64%	911	1
13	彰化縣	2018-11-24T23:34:55+08:00	204833	248448	453281	26095	479376	830983	57.69%	24.65%	843	1
13	彰化縣	2018-11-24T23:55:30+08:00	222282	270274	492556	28173	520729	902080	57.73%	24.64%	907	1
13	彰化縣	2018-11-25T01:02:13+08:00	254300	309394	563694	31940	595634	1030295	57.81%	24.68%	016	1
13	彰化縣	2018-11-24T23:30:54+08:00	201456	243924	445380	25708	471088	816790	57.68%	24.66%	830	1
13	彰化縣	2018-11-25T00:18:13+08:00	232897	283364	516261	29441	545702	944950	57.75%	24.65%	942	1
13	彰化縣	2018-11-24T22:54:11+08:00	159985	193139	353124	20305	373429	649827	57.47%	24.62%	675	1
13	彰化縣	2018-11-24T22:50:28+08:00	156635	188956	345591	19929	365520	636395	57.44%	24.61%	662	1
13	彰化縣	2018-11-25T04:02:32+08:00	263529	320975	584504	32937	617441	1066994	57.87%	24.7%	049	1
